crop,N,P,K,ph,recommended_fertilizer,quantity_kg_per_acre,estimated_cost_inr,organic_alternative
mungbean,60.7,35.6,65.3,6.76,DAP,61.0,1647.0,Compost + Biofertilizer
mungbean,98.8,33.9,70.2,6.19,DAP,45.5,1228.5,Poultry Manure
mungbean,52.5,11.0,38.2,5.84,DAP,102.1,2756.7,Farmyard Manure (FYM)
coffee,74.9,57.6,53.4,5.99,MOP,26.0,442.0,Vermicompost
apple,23.6,13.4,21.7,5.74,Urea,156.5,1017.25,Neem Cake
coconut,92.1,85.1,77.1,6.38,NPK 19-19-19,25.3,607.2,Poultry Manure
muskmelon,43.8,71.3,38.8,6.76,Urea,66.3,430.95,Green Manure
watermelon,50.2,70.8,41.3,7.78,Urea,66.0,429.0,Compost + Biofertilizer
muskmelon,10.6,102.6,48.3,7.69,Urea,93.9,610.35,Vermicompost
mothbeans,84.2,43.9,50.6,6.56,DAP,46.2,1247.4,Vermicompost
coffee,108.5,57.4,84.9,6.16,NPK 19-19-19,18.4,441.6,Green Manure
maize,71.6,30.2,56.4,6.72,DAP,50.7,1368.9,Compost + Biofertilizer
pigeonpeas,29.2,51.3,54.6,6.94,Urea,79.7,518.05,Vermicompost
muskmelon,25.9,47.0,44.0,5.79,Urea,91.4,594.1,Neem Cake
papaya,20.0,45.1,34.2,5.75,Urea,113.8,739.7,Vermicompost
grapes,98.0,51.5,38.6,6.25,MOP,48.3,821.1,Neem Cake
mungbean,87.0,36.6,0.0,6.48,MOP,95.4,1621.8,Green Manure
orange,98.7,36.4,45.3,6.4,DAP,53.6,1447.2,Vermicompost
mothbeans,22.4,48.3,33.6,6.13,Urea,107.3,697.45,Neem Cake
chickpea,56.1,30.1,9.7,6.81,MOP,112.4,1910.8,Green Manure
coffee,65.2,35.1,42.8,7.22,DAP,68.0,1836.0,Neem Cake
papaya,90.2,27.9,97.1,6.3,DAP,48.7,1314.9,Compost + Biofertilizer
mothbeans,42.1,47.6,89.0,5.24,Urea,70.8,460.2,Vermicompost
maize,56.6,60.4,41.0,7.98,Urea,65.6,426.4,Compost + Biofertilizer
chickpea,58.6,18.2,80.1,7.07,DAP,73.7,1989.9,Vermicompost
kidneybeans,74.2,31.0,63.8,6.12,DAP,49.8,1344.6,Vermicompost
mango,44.6,52.9,21.9,5.3,MOP,89.4,1519.8,Green Manure
pigeonpeas,34.7,0.0,37.1,5.45,DAP,133.4,3601.8,Farmyard Manure (FYM)
muskmelon,75.2,76.1,67.6,5.8,NPK 10-26-26,26.5,609.5,Vermicompost
jute,63.8,37.5,51.9,6.36,DAP,61.2,1652.4,Neem Cake
lentil,48.2,65.5,46.5,7.56,Urea,63.0,409.5,Farmyard Manure (FYM)
mango,65.4,58.0,33.0,5.87,MOP,59.8,1016.6,Green Manure
lentil,36.9,51.4,78.1,6.97,Urea,62.7,407.55,Compost + Biofertilizer
blackgram,41.6,44.0,37.1,5.33,Urea,95.8,622.7,Green Manure
muskmelon,78.5,41.9,104.1,6.56,DAP,38.7,1044.9,Neem Cake
coffee,27.7,68.4,26.2,5.88,Urea,101.4,659.1,Green Manure
mango,24.2,67.3,65.8,6.43,Urea,71.1,462.15,Neem Cake
watermelon,79.2,27.1,27.2,6.87,DAP,79.0,2133.0,Compost + Biofertilizer
pigeonpeas,76.1,44.0,71.7,6.18,DAP,45.7,1233.9,Poultry Manure
cotton,54.8,0.0,105.1,7.84,DAP,107.5,2902.5,Compost + Biofertilizer
watermelon,63.9,44.6,29.4,5.32,MOP,73.1,1242.7,Poultry Manure
pomegranate,47.5,49.7,74.8,5.66,Urea,56.1,364.65,Farmyard Manure (FYM)
mungbean,89.2,7.0,71.4,6.58,DAP,63.4,1711.8,Compost + Biofertilizer
coconut,45.8,30.0,53.6,6.44,Urea,86.9,564.85,Vermicompost
kidneybeans,82.2,41.0,67.6,7.32,DAP,39.7,1071.9,Farmyard Manure (FYM)
grapes,67.9,39.8,57.3,7.35,DAP,58.8,1587.6,Farmyard Manure (FYM)
pigeonpeas,95.9,61.6,26.2,7.34,MOP,44.9,763.3,Neem Cake
papaya,47.7,32.2,42.9,6.88,Urea,92.8,603.2,Poultry Manure
papaya,50.5,55.8,64.6,7.14,Urea,59.1,384.15,Vermicompost
lentil,62.0,29.8,37.2,5.75,DAP,76.2,2057.4,Neem Cake
mango,59.3,43.1,0.0,7.21,MOP,109.8,1866.6,Neem Cake
watermelon,68.2,85.6,70.2,5.11,Urea,34.7,225.55,Neem Cake
banana,39.7,25.8,0.0,6.07,MOP,143.1,2432.7,Farmyard Manure (FYM)
papaya,67.8,9.1,60.5,8.16,DAP,74.9,2022.3,Green Manure
papaya,60.8,39.0,67.8,6.33,DAP,58.4,1576.8,Compost + Biofertilizer
cotton,0.0,53.6,59.1,5.75,Urea,105.0,682.5,Poultry Manure
rice,56.4,60.8,47.1,5.66,Urea,57.7,375.05,Neem Cake
blackgram,62.6,61.9,82.3,7.39,Urea,29.1,189.15,Compost + Biofertilizer
coconut,60.3,44.4,43.5,6.64,Urea,69.9,454.35,Green Manure
mungbean,57.3,12.8,30.4,7.76,DAP,105.4,2845.8,Poultry Manure
cotton,49.9,83.6,51.6,6.1,Urea,49.3,320.45,Neem Cake
rice,53.8,71.9,51.1,6.25,Urea,50.7,329.55,Vermicompost
papaya,54.0,46.2,48.4,7.02,Urea,70.4,457.6,Vermicompost
orange,95.9,13.6,39.6,6.26,DAP,81.0,2187.0,Vermicompost
mungbean,85.2,41.1,50.6,6.5,DAP,41.7,1125.9,Poultry Manure
kidneybeans,99.0,63.4,68.4,6.55,NPK 19-19-19,15.0,360.0,Compost + Biofertilizer
mango,31.5,31.5,56.6,7.68,Urea,91.3,593.45,Poultry Manure
pomegranate,66.0,85.7,26.8,6.47,MOP,67.9,1154.3,Vermicompost
pomegranate,73.5,48.9,48.9,6.1,DAP,39.6,1069.2,Poultry Manure
pigeonpeas,66.5,64.7,39.9,7.09,MOP,56.6,962.2,Compost + Biofertilizer
muskmelon,67.4,29.9,80.8,6.65,DAP,51.3,1385.1,Farmyard Manure (FYM)
lentil,50.8,36.1,29.4,6.85,MOP,97.5,1657.5,Green Manure
banana,97.3,39.1,74.0,6.13,DAP,38.0,1026.0,Compost + Biofertilizer
chickpea,15.3,19.9,46.5,4.88,Urea,125.4,815.1,Poultry Manure
coffee,21.3,29.4,85.9,6.25,Urea,101.5,659.75,Vermicompost
jute,50.9,49.2,39.5,6.45,Urea,81.6,530.4,Farmyard Manure (FYM)
orange,71.4,67.8,71.2,7.3,Urea,26.2,170.3,Neem Cake
chickpea,63.8,43.6,0.0,7.28,MOP,108.3,1841.1,Poultry Manure
pomegranate,91.1,28.9,60.6,8.19,DAP,40.8,1101.6,Green Manure
cotton,46.0,37.4,8.3,5.99,MOP,122.1,2075.7,Vermicompost
mothbeans,54.8,54.0,68.3,7.28,Urea,48.9,317.85,Green Manure
kidneybeans,61.2,37.7,31.2,7.57,MOP,79.3,1348.1,Vermicompost
coffee,29.5,41.0,73.7,5.93,Urea,73.0,474.5,Green Manure
muskmelon,61.7,31.7,101.8,6.65,DAP,68.4,1846.8,Poultry Manure
cotton,62.7,46.8,75.4,7.09,Urea,45.8,297.7,Compost + Biofertilizer
kidneybeans,75.9,20.8,59.9,7.27,DAP,60.5,1633.5,Green Manure
papaya,59.0,53.2,79.4,7.18,Urea,53.5,347.75,Farmyard Manure (FYM)
coconut,92.7,44.6,37.5,6.61,MOP,58.1,987.7,Neem Cake
rice,26.7,64.9,79.7,6.49,Urea,69.4,451.1,Vermicompost
maize,57.3,57.4,26.0,6.42,MOP,71.8,1220.6,Green Manure
pigeonpeas,41.2,32.5,46.6,6.18,Urea,94.7,615.55,Farmyard Manure (FYM)
pomegranate,78.3,31.1,39.5,8.79,DAP,59.7,1611.9,Compost + Biofertilizer
watermelon,56.9,52.1,51.5,8.15,Urea,56.8,369.2,Green Manure
mothbeans,33.6,26.4,63.3,6.21,Urea,94.8,616.2,Farmyard Manure (FYM)
pigeonpeas,0.0,27.5,78.2,7.57,Urea,113.3,736.45,Green Manure
banana,55.1,16.8,58.7,6.43,DAP,76.2,2057.4,Green Manure
jute,64.7,52.6,69.0,6.75,Urea,44.0,286.0,Vermicompost
mango,26.2,35.8,30.4,6.8,Urea,118.4,769.6,Vermicompost
maize,94.3,63.4,84.9,6.76,NPK 10-26-26,15.0,345.0,Neem Cake
coffee,77.9,61.6,3.9,7.33,MOP,73.7,1252.9,Compost + Biofertilizer
mungbean,32.9,28.5,12.8,6.14,MOP,128.5,2184.5,Green Manure
jute,80.9,75.0,46.6,6.73,MOP,24.4,414.8,Poultry Manure
mungbean,113.4,75.2,12.0,6.75,MOP,56.7,963.9,Poultry Manure
cotton,22.0,43.3,4.5,6.0,Urea,134.8,876.2,Compost + Biofertilizer
grapes,86.5,46.9,67.0,5.68,DAP,28.0,756.0,Vermicompost
watermelon,107.9,48.3,45.5,7.29,MOP,42.6,724.2,Vermicompost
mothbeans,30.8,21.2,54.9,6.7,Urea,100.0,650.0,Compost + Biofertilizer
maize,15.2,44.4,44.4,5.11,Urea,111.0,721.5,Neem Cake
grapes,17.1,38.4,48.2,7.11,Urea,109.4,711.1,Compost + Biofertilizer
mango,37.0,36.8,32.4,7.1,Urea,110.2,716.3,Compost + Biofertilizer
coffee,51.5,62.8,72.6,5.81,Urea,33.7,219.05,Compost + Biofertilizer
cotton,23.1,33.7,62.4,7.11,Urea,96.2,625.3,Vermicompost
mango,47.9,48.5,79.2,6.54,Urea,53.8,349.7,Farmyard Manure (FYM)
rice,88.6,32.1,14.6,7.98,MOP,78.3,1331.1,Vermicompost
coconut,48.1,0.0,55.2,6.51,DAP,103.5,2794.5,Poultry Manure
coffee,62.5,25.8,55.8,5.96,DAP,68.1,1838.7,Green Manure
pomegranate,29.3,30.6,20.4,7.16,Urea,123.4,802.1,Farmyard Manure (FYM)
banana,67.7,29.3,91.5,6.43,DAP,56.0,1512.0,Neem Cake
grapes,115.1,16.7,35.1,7.23,DAP,78.6,2122.2,Farmyard Manure (FYM)
banana,86.4,51.1,47.4,6.75,MOP,48.4,822.8,Neem Cake
mungbean,36.9,10.0,76.0,5.77,DAP,101.3,2735.1,Compost + Biofertilizer
mungbean,76.3,24.3,41.6,5.8,DAP,78.5,2119.5,Compost + Biofertilizer
pigeonpeas,49.2,54.4,42.8,5.21,Urea,71.4,464.1,Green Manure
pigeonpeas,73.6,67.6,71.9,8.17,Urea,25.8,167.7,Green Manure
mungbean,71.1,86.5,41.5,6.73,MOP,41.6,707.2,Compost + Biofertilizer
chickpea,54.7,45.4,28.0,7.56,MOP,83.1,1412.7,Farmyard Manure (FYM)
pigeonpeas,75.7,62.5,19.9,6.3,MOP,56.2,955.4,Neem Cake
muskmelon,63.2,40.6,0.0,6.88,MOP,109.5,1861.5,Poultry Manure
lentil,28.8,5.0,47.0,7.83,DAP,122.7,3312.9,Farmyard Manure (FYM)
rice,90.6,36.4,66.7,7.51,DAP,48.1,1298.7,Farmyard Manure (FYM)
kidneybeans,82.9,53.6,14.4,5.9,MOP,65.9,1120.3,Poultry Manure
papaya,52.0,24.0,29.6,5.65,DAP,109.4,2953.8,Vermicompost
apple,41.5,40.4,12.7,6.42,MOP,115.6,1965.2,Poultry Manure
papaya,62.9,57.8,53.7,6.92,Urea,47.7,310.05,Farmyard Manure (FYM)
mungbean,105.4,54.2,48.3,6.24,MOP,38.6,656.2,Compost + Biofertilizer
mango,81.9,64.3,26.8,7.22,MOP,52.7,895.9,Farmyard Manure (FYM)
maize,43.3,32.1,68.7,6.85,Urea,77.3,502.45,Neem Cake
banana,81.4,35.8,71.2,7.89,DAP,36.5,985.5,Farmyard Manure (FYM)
kidneybeans,17.1,54.9,72.3,7.36,Urea,72.1,468.65,Neem Cake
coconut,28.7,44.6,51.0,7.15,Urea,91.4,594.1,Poultry Manure
coconut,47.0,27.8,26.6,7.81,MOP,106.4,1808.8,Farmyard Manure (FYM)
cotton,56.1,27.3,60.0,6.27,DAP,73.7,1989.9,Farmyard Manure (FYM)
coconut,71.0,99.5,20.8,6.24,MOP,64.8,1101.6,Green Manure
banana,48.6,30.7,44.0,6.14,Urea,92.9,603.85,Farmyard Manure (FYM)
pomegranate,59.2,22.9,8.7,5.92,MOP,118.9,2021.3,Neem Cake
mothbeans,42.6,80.4,70.2,6.66,Urea,50.9,330.85,Poultry Manure
kidneybeans,71.9,54.3,26.8,5.71,MOP,59.7,1014.9,Vermicompost
papaya,81.6,24.2,32.1,6.55,DAP,79.2,2138.4,Neem Cake
coconut,69.3,16.3,80.4,5.43,DAP,70.2,1895.4,Vermicompost
papaya,0.0,25.4,89.7,5.51,Urea,121.4,789.1,Neem Cake
chickpea,68.1,41.4,72.4,6.93,DAP,47.5,1282.5,Green Manure
muskmelon,64.7,69.3,20.2,6.37,MOP,59.1,1004.7,Farmyard Manure (FYM)
rice,78.3,30.8,57.8,6.27,DAP,52.9,1428.3,Vermicompost
blackgram,50.9,21.5,44.5,6.45,DAP,98.1,2648.7,Green Manure
mungbean,12.6,71.2,9.6,6.23,Urea,120.5,783.25,Poultry Manure
pomegranate,28.1,33.5,54.2,5.69,Urea,91.1,592.15,Neem Cake
maize,69.0,30.6,24.1,5.88,MOP,85.3,1450.1,Green Manure
banana,43.4,66.8,40.4,7.17,Urea,65.3,424.45,Green Manure
muskmelon,29.6,56.6,0.0,5.65,MOP,126.2,2145.4,Vermicompost
cotton,54.6,29.4,53.2,7.77,DAP,76.6,2068.2,Vermicompost
coffee,85.7,19.7,8.8,6.13,MOP,102.6,1744.2,Farmyard Manure (FYM)
lentil,69.5,17.6,29.4,6.27,DAP,99.6,2689.2,Neem Cake
lentil,65.0,12.9,63.9,6.88,DAP,76.8,2073.6,Poultry Manure
cotton,60.0,47.3,69.4,6.13,Urea,41.1,267.15,Farmyard Manure (FYM)
mungbean,57.0,22.4,9.6,7.19,MOP,114.9,1953.3,Vermicompost
cotton,19.8,37.9,64.0,6.33,Urea,93.7,609.05,Vermicompost
pigeonpeas,36.1,83.7,10.6,6.0,MOP,96.9,1647.3,Green Manure
pomegranate,0.0,34.6,38.9,6.73,Urea,132.3,859.95,Green Manure
rice,53.6,38.9,73.6,5.48,Urea,47.8,310.7,Vermicompost
banana,95.7,48.8,60.9,6.21,DAP,18.9,510.3,Poultry Manure
mungbean,60.1,50.9,39.8,6.88,MOP,66.7,1133.9,Vermicompost
coconut,57.7,39.1,55.2,7.47,Urea,64.5,419.25,Farmyard Manure (FYM)
mothbeans,106.7,52.8,31.4,6.4,MOP,60.1,1021.7,Neem Cake
coffee,69.6,67.0,56.7,6.46,Urea,28.1,182.65,Vermicompost
coffee,41.7,52.2,26.6,7.03,Urea,93.0,604.5,Green Manure
maize,0.0,0.0,51.0,6.69,Urea,151.7,986.05,Vermicompost
papaya,61.6,57.1,21.0,5.91,MOP,74.7,1269.9,Farmyard Manure (FYM)
mungbean,51.9,39.0,69.6,5.47,Urea,69.4,451.1,Green Manure
coffee,0.0,65.0,100.2,7.7,Urea,95.9,623.35,Vermicompost
kidneybeans,97.4,21.6,71.4,5.35,DAP,59.4,1603.8,Farmyard Manure (FYM)
mothbeans,66.0,58.2,57.2,6.83,Urea,38.1,247.65,Poultry Manure
mungbean,49.2,33.3,32.6,6.49,Urea,92.5,601.25,Green Manure
pomegranate,44.8,42.1,46.9,5.73,Urea,80.8,525.2,Compost + Biofertilizer
banana,80.8,25.2,46.9,5.96,DAP,68.0,1836.0,Green Manure
blackgram,4.4,44.7,42.2,7.36,Urea,117.3,762.45,Vermicompost
banana,81.4,39.4,38.8,6.05,MOP,59.2,1006.4,Neem Cake
maize,64.0,49.2,62.0,5.88,Urea,45.9,298.35,Vermicompost
lentil,75.8,51.0,60.8,6.56,DAP,32.9,888.3,Neem Cake
blackgram,78.3,68.1,49.3,5.66,MOP,31.8,540.6,Neem Cake
mothbeans,112.6,31.2,73.4,7.32,DAP,51.6,1393.2,Compost + Biofertilizer
muskmelon,32.5,26.0,59.6,6.85,Urea,92.3,599.95,Green Manure
chickpea,75.2,34.6,24.4,6.49,MOP,75.8,1288.6,Neem Cake
jute,19.0,2.4,27.7,6.48,Urea,163.6,1063.4,Neem Cake
mango,72.3,44.0,65.4,6.05,DAP,44.3,1196.1,Farmyard Manure (FYM)
blackgram,9.5,51.3,27.5,7.43,Urea,121.3,788.45,Neem Cake
orange,39.5,84.8,0.0,6.73,MOP,110.1,1871.7,Vermicompost
blackgram,81.8,77.0,43.4,7.5,MOP,36.4,618.8,Poultry Manure
orange,56.7,70.2,25.5,6.52,MOP,71.2,1210.4,Farmyard Manure (FYM)
mothbeans,32.8,68.2,81.1,6.55,Urea,60.1,390.65,Compost + Biofertilizer
pigeonpeas,60.3,18.3,56.3,6.29,DAP,65.5,1768.5,Neem Cake
lentil,49.6,35.9,57.3,7.59,Urea,71.2,462.8,Green Manure
banana,64.5,39.5,66.8,7.11,DAP,40.5,1093.5,Poultry Manure
blackgram,62.1,47.4,63.4,6.72,Urea,51.0,331.5,Green Manure
mothbeans,37.9,67.5,43.1,6.76,Urea,70.7,459.55,Green Manure
cotton,63.3,32.6,53.7,7.06,DAP,64.1,1730.7,Farmyard Manure (FYM)
rice,61.4,54.4,25.5,5.26,MOP,77.4,1315.8,Vermicompost
papaya,88.5,60.1,66.8,5.77,NPK 10-26-26,24.9,572.7,Farmyard Manure (FYM)
maize,91.4,46.3,47.2,7.27,DAP,42.2,1139.4,Poultry Manure
mungbean,71.6,24.8,72.0,6.71,DAP,54.8,1479.6,Green Manure
lentil,93.0,5.4,62.4,5.72,DAP,66.6,1798.2,Neem Cake
mothbeans,82.2,27.7,32.4,5.46,DAP,79.0,2133.0,Compost + Biofertilizer
banana,33.8,36.4,92.0,7.17,Urea,75.2,488.8,Farmyard Manure (FYM)
rice,67.9,33.9,21.1,6.52,MOP,92.3,1569.1,Neem Cake
mothbeans,59.0,42.5,87.0,6.43,Urea,61.6,400.4,Poultry Manure
kidneybeans,26.2,57.5,31.7,5.41,Urea,91.4,594.1,Green Manure
coconut,55.8,52.8,63.4,6.9,Urea,54.5,354.25,Neem Cake
papaya,44.1,66.5,36.3,6.85,Urea,69.1,449.15,Poultry Manure
blackgram,0.0,84.4,27.3,6.19,Urea,112.1,728.65,Poultry Manure
coconut,113.5,46.5,49.8,5.54,DAP,43.9,1185.3,Green Manure
banana,34.1,50.8,79.6,6.88,Urea,68.5,445.25,Farmyard Manure (FYM)
maize,56.7,43.7,39.2,5.77,Urea,74.5,484.25,Farmyard Manure (FYM)
banana,85.7,85.5,52.9,6.53,MOP,16.2,275.4,Green Manure
mungbean,83.7,38.3,41.4,6.3,DAP,61.6,1663.2,Compost + Biofertilizer
chickpea,89.3,44.4,43.2,7.04,MOP,49.8,846.6,Farmyard Manure (FYM)
banana,86.2,51.0,53.8,5.67,DAP,37.6,1015.2,Compost + Biofertilizer
muskmelon,73.7,32.9,65.3,6.32,DAP,50.8,1371.6,Poultry Manure
chickpea,70.8,10.5,73.3,5.67,DAP,74.8,2019.6,Farmyard Manure (FYM)
orange,67.8,26.8,12.6,6.31,MOP,102.4,1740.8,Farmyard Manure (FYM)
grapes,70.3,57.0,97.7,5.96,Urea,21.7,141.05,Compost + Biofertilizer
maize,53.9,70.3,7.7,6.66,MOP,88.6,1506.2,Neem Cake
banana,94.3,30.4,49.0,6.84,DAP,56.4,1522.8,Vermicompost
papaya,27.6,65.6,56.3,6.57,Urea,78.2,508.3,Neem Cake
banana,28.1,36.3,46.7,6.61,Urea,106.4,691.6,Green Manure
apple,75.9,39.7,46.9,5.4,DAP,47.5,1282.5,Poultry Manure
coffee,68.2,63.8,57.9,5.35,Urea,35.6,231.4,Compost + Biofertilizer
apple,33.3,25.5,64.6,7.68,Urea,98.4,639.6,Poultry Manure
mungbean,72.3,48.4,70.6,6.73,DAP,49.6,1339.2,Green Manure
mango,31.8,45.3,0.0,6.48,MOP,126.3,2147.1,Poultry Manure
pomegranate,27.9,85.5,80.2,6.59,Urea,59.3,385.45,Vermicompost
kidneybeans,53.6,62.8,58.2,6.79,Urea,51.4,334.1,Compost + Biofertilizer
coffee,48.8,60.0,69.3,6.0,Urea,52.6,341.9,Poultry Manure
maize,67.1,20.1,91.6,7.56,DAP,69.0,1863.0,Compost + Biofertilizer
banana,44.8,29.8,85.6,6.48,Urea,79.5,516.75,Green Manure
jute,47.1,20.6,53.1,5.41,DAP,87.4,2359.8,Vermicompost
mango,43.9,70.2,27.9,6.45,Urea,86.3,560.95,Farmyard Manure (FYM)
cotton,66.6,28.9,66.0,5.21,DAP,58.0,1566.0,Compost + Biofertilizer
pigeonpeas,0.0,33.3,76.0,6.77,Urea,118.1,767.65,Farmyard Manure (FYM)
grapes,58.8,23.8,33.3,6.62,DAP,84.7,2286.9,Vermicompost
mango,52.2,19.0,53.2,7.23,DAP,77.6,2095.2,Neem Cake
banana,35.9,16.3,56.4,6.48,Urea,106.1,689.65,Vermicompost
coconut,57.8,51.1,65.0,7.43,Urea,49.5,321.75,Vermicompost
cotton,35.3,38.4,108.6,6.05,Urea,83.0,539.5,Neem Cake
papaya,53.1,52.4,62.0,7.71,Urea,47.5,308.75,Neem Cake
apple,72.8,38.9,42.2,6.28,DAP,60.6,1636.2,Farmyard Manure (FYM)
mungbean,43.9,48.7,21.3,5.36,MOP,113.0,1921.0,Green Manure
chickpea,35.3,0.0,84.5,7.35,DAP,120.2,3245.4,Poultry Manure
cotton,35.0,29.2,77.0,6.8,Urea,86.0,559.0,Green Manure
cotton,82.9,31.2,63.2,6.68,DAP,51.5,1390.5,Compost + Biofertilizer
apple,74.5,61.5,51.0,7.14,MOP,31.2,530.4,Green Manure
banana,52.7,9.6,78.0,5.69,DAP,97.9,2643.3,Vermicompost
orange,62.7,0.0,44.1,6.97,DAP,99.0,2673.0,Vermicompost
watermelon,64.0,53.3,22.8,6.78,MOP,82.0,1394.0,Neem Cake
watermelon,53.0,40.7,38.9,7.46,Urea,86.8,564.2,Compost + Biofertilizer
blackgram,46.2,29.7,91.4,6.48,Urea,77.3,502.45,Neem Cake
apple,93.4,64.6,17.7,6.62,MOP,64.6,1098.2,Green Manure
banana,66.7,64.6,30.5,6.06,MOP,50.0,850.0,Neem Cake
pomegranate,107.7,57.8,15.7,5.58,MOP,70.5,1198.5,Green Manure
pigeonpeas,54.1,22.2,48.4,7.21,DAP,85.4,2305.8,Green Manure
banana,61.5,0.0,82.0,6.83,DAP,86.5,2335.5,Compost + Biofertilizer
coffee,42.3,69.6,58.8,7.02,Urea,50.5,328.25,Compost + Biofertilizer
apple,76.0,43.9,46.1,6.03,DAP,61.8,1668.6,Poultry Manure
jute,79.0,33.2,63.7,7.16,DAP,33.1,893.7,Neem Cake
pomegranate,58.0,48.9,84.9,7.08,Urea,50.9,330.85,Farmyard Manure (FYM)
chickpea,42.4,13.7,49.5,6.98,DAP,101.6,2743.2,Compost + Biofertilizer
papaya,71.5,36.1,97.5,6.69,DAP,55.3,1493.1,Poultry Manure
mango,83.7,37.1,54.5,6.69,DAP,39.8,1074.6,Vermicompost
pomegranate,76.9,77.9,0.0,7.1,MOP,70.6,1200.2,Poultry Manure
coconut,46.9,57.2,75.4,6.89,Urea,47.7,310.05,Poultry Manure
pomegranate,55.8,17.9,82.0,7.19,DAP,75.8,2046.6,Farmyard Manure (FYM)
pigeonpeas,84.4,56.9,54.0,7.14,MOP,21.5,365.5,Vermicompost
chickpea,23.6,51.2,70.4,6.45,Urea,80.9,525.85,Neem Cake
coffee,57.4,61.3,31.9,6.28,MOP,66.6,1132.2,Vermicompost
mothbeans,18.1,64.8,33.5,7.06,Urea,101.0,656.5,Vermicompost
pomegranate,90.5,34.7,13.1,6.91,MOP,80.2,1363.4,Compost + Biofertilizer
muskmelon,92.5,14.4,39.1,6.15,DAP,81.3,2195.1,Vermicompost
mango,63.3,41.5,77.0,6.12,DAP,44.1,1190.7,Green Manure
mungbean,29.4,45.0,6.1,6.15,MOP,124.3,2113.1,Vermicompost
blackgram,46.2,0.4,43.0,6.31,DAP,120.9,3264.3,Green Manure
blackgram,70.3,40.7,87.3,6.25,DAP,48.9,1320.3,Poultry Manure
maize,21.1,56.9,50.4,6.82,Urea,80.3,521.95,Compost + Biofertilizer
mothbeans,20.3,18.3,46.8,7.88,Urea,126.8,824.2,Neem Cake
cotton,96.6,34.2,27.5,6.97,MOP,66.3,1127.1,Neem Cake
maize,56.5,55.3,16.7,7.48,MOP,83.8,1424.6,Vermicompost
watermelon,40.5,34.7,58.5,6.09,Urea,75.0,487.5,Farmyard Manure (FYM)
pigeonpeas,87.2,46.6,61.1,7.35,DAP,22.4,604.8,Poultry Manure
rice,49.4,58.7,26.5,6.87,MOP,81.7,1388.9,Vermicompost
banana,23.1,64.2,57.3,7.51,Urea,67.4,438.1,Poultry Manure
mango,50.7,41.4,52.3,5.12,Urea,69.6,452.4,Neem Cake
pomegranate,25.9,83.6,48.7,6.8,Urea,74.5,484.25,Green Manure
grapes,78.9,44.4,71.4,6.61,DAP,23.9,645.3,Green Manure
watermelon,57.0,13.2,36.4,7.36,DAP,108.2,2921.4,Vermicompost
watermelon,97.5,54.0,40.4,6.45,MOP,42.0,714.0,Green Manure
muskmelon,52.0,55.9,53.2,7.34,Urea,44.5,289.25,Green Manure
papaya,49.8,58.7,76.3,6.43,Urea,44.6,289.9,Farmyard Manure (FYM)
banana,89.2,49.3,27.0,5.02,MOP,60.0,1020.0,Compost + Biofertilizer
pomegranate,89.9,45.4,57.5,6.65,DAP,32.0,864.0,Poultry Manure
muskmelon,90.7,10.8,49.4,6.53,DAP,75.4,2035.8,Vermicompost
banana,90.2,61.8,38.0,7.2,MOP,38.2,649.4,Farmyard Manure (FYM)
mothbeans,85.8,34.3,39.7,6.08,DAP,57.7,1557.9,Farmyard Manure (FYM)
rice,108.5,47.9,66.7,7.21,DAP,30.5,823.5,Poultry Manure
mango,63.6,48.3,73.2,5.74,Urea,30.1,195.65,Compost + Biofertilizer
maize,72.3,45.5,24.8,6.72,MOP,72.9,1239.3,Compost + Biofertilizer
chickpea,1.3,40.6,61.9,6.3,Urea,109.7,713.05,Vermicompost
pomegranate,58.4,34.0,18.6,7.03,MOP,103.3,1756.1,Vermicompost
coffee,62.2,15.9,61.2,7.07,DAP,82.2,2219.4,Farmyard Manure (FYM)
blackgram,57.1,51.8,49.7,6.28,Urea,56.3,365.95,Poultry Manure
kidneybeans,24.9,56.8,72.8,6.02,Urea,69.1,449.15,Compost + Biofertilizer
mango,63.4,39.3,56.6,5.05,DAP,53.6,1447.2,Vermicompost
kidneybeans,59.9,37.2,74.3,7.82,DAP,58.6,1582.2,Farmyard Manure (FYM)
pomegranate,21.4,16.6,61.5,6.14,Urea,110.9,720.85,Green Manure
grapes,53.1,78.3,30.6,6.26,MOP,64.4,1094.8,Neem Cake
papaya,81.2,17.8,25.2,5.31,DAP,84.8,2289.6,Poultry Manure
blackgram,8.0,22.5,1.4,6.07,Urea,174.2,1132.3,Farmyard Manure (FYM)
cotton,12.5,43.4,58.6,6.29,Urea,95.7,622.05,Compost + Biofertilizer
mungbean,32.3,77.2,77.9,7.0,Urea,54.3,352.95,Green Manure
kidneybeans,47.0,26.1,20.2,6.34,MOP,119.9,2038.3,Farmyard Manure (FYM)
maize,35.3,45.2,29.3,5.36,Urea,106.5,692.25,Farmyard Manure (FYM)
rice,59.1,52.3,46.7,6.09,Urea,60.1,390.65,Neem Cake
maize,12.8,21.8,50.6,7.39,Urea,128.3,833.95,Poultry Manure
mungbean,63.5,59.0,35.9,7.38,MOP,55.1,936.7,Green Manure
pigeonpeas,69.9,42.7,75.3,7.13,DAP,45.1,1217.7,Compost + Biofertilizer
maize,43.4,59.9,87.5,5.86,Urea,53.5,347.75,Green Manure
