farmer_id,state,crop,season,land_size_acres,experience_years,irrigation_type,yield_quintal_per_acre,market_price_per_quintal,estimated_revenue_inr
F00858,West Bengal,watermelon,Zaid,4.9,31,Sprinkler,20.09,2512.42,247325.14
F01718,Bihar,maize,Zaid,3.97,6,Borewell,29.54,3006.87,352627.07
F01402,Haryana,chickpea,Rabi,3.71,0,Canal,15.31,2127.3,120830.85
F02562,Gujarat,apple,Kharif,3.72,24,Borewell,7.93,1885.57,55623.56
F00409,Andhra Pradesh,coconut,Rabi,3.77,6,Drip,21.32,1505.9,121038.82
F00171,Punjab,apple,Rabi,3.73,17,Rain-fed,16.4,2450.82,149921.56
F00541,Karnataka,rice,Kharif,2.42,5,Rain-fed,16.95,1498.13,61451.79
F02707,Bihar,cotton,Kharif,4.21,31,Canal,19.59,2073.75,171030.25
F03131,Andhra Pradesh,papaya,Kharif,6.21,8,Sprinkler,29.18,2834.8,513687.87
F02785,Punjab,rice,Kharif,2.04,10,Drip,6.77,2496.16,34473.97
F00614,Madhya Pradesh,kidneybeans,Rabi,0.43,21,Canal,28.78,1303.48,16131.09
F03254,Gujarat,grapes,Zaid,4.02,0,Canal,21.6,2919.0,253462.61
F02073,Uttar Pradesh,papaya,Rabi,5.27,19,Borewell,16.8,2803.27,248190.31
F03743,Uttar Pradesh,rice,Kharif,2.16,9,Canal,22.1,2434.16,116197.06
F01162,Karnataka,orange,Kharif,1.36,24,Drip,17.09,2559.09,59479.39
F02232,Gujarat,pomegranate,Rabi,3.35,8,Rain-fed,18.08,3031.28,183598.57
F03997,Uttar Pradesh,jute,Rabi,0.51,26,Canal,16.97,3421.16,29609.11
F01841,Andhra Pradesh,pigeonpeas,Kharif,0.44,0,Canal,20.7,3466.43,31572.24
F01859,Haryana,cotton,Kharif,1.88,4,Canal,20.3,1770.08,67553.33
F01667,Rajasthan,maize,Rabi,9.29,18,Sprinkler,21.88,2007.64,408083.35
F02385,Punjab,mango,Zaid,3.14,27,Sprinkler,22.57,3020.24,214043.8
F00565,West Bengal,mango,Kharif,0.27,9,Sprinkler,18.95,3194.16,16342.92
F03886,Maharashtra,lentil,Zaid,3.15,6,Sprinkler,13.2,3166.19,131650.18
F04421,Punjab,grapes,Kharif,1.12,11,Rain-fed,11.1,2332.14,28993.16
F02064,Uttar Pradesh,kidneybeans,Rabi,6.1,1,Rain-fed,5.81,2091.87,74137.96
F02388,Punjab,apple,Zaid,3.94,32,Canal,16.28,4160.92,266894.72
F01581,Madhya Pradesh,coconut,Zaid,1.0,13,Rain-fed,12.58,2974.53,37419.59
F04383,Gujarat,coffee,Kharif,0.66,14,Rain-fed,25.6,3069.14,51856.19
F05127,Punjab,mothbeans,Zaid,2.32,12,Drip,8.92,1513.86,31328.42
F03784,Punjab,pigeonpeas,Kharif,1.09,8,Sprinkler,14.2,1079.19,16703.7
F01766,Rajasthan,coffee,Rabi,5.15,9,Sprinkler,18.16,2165.8,202554.28
F02058,Rajasthan,jute,Kharif,4.23,6,Drip,18.89,2200.21,175807.12
F04428,Tamil Nadu,jute,Zaid,1.75,13,Sprinkler,16.24,1895.09,53858.46
F02697,Andhra Pradesh,watermelon,Zaid,7.42,3,Borewell,28.46,2511.04,530264.35
F01922,West Bengal,lentil,Kharif,2.67,26,Drip,18.05,3683.2,177506.3
F01173,Maharashtra,pomegranate,Rabi,2.44,7,Rain-fed,20.55,2864.23,143618.22
F02427,Madhya Pradesh,coffee,Rabi,3.7,25,Drip,14.13,1301.49,68043.2
F00326,Madhya Pradesh,apple,Rabi,6.8,0,Sprinkler,19.44,2113.89,279439.35
F01052,West Bengal,kidneybeans,Zaid,2.66,8,Drip,22.01,1762.95,103214.73
F03198,Haryana,orange,Rabi,5.69,11,Rain-fed,9.84,1592.96,89189.19
F03586,Gujarat,kidneybeans,Rabi,0.49,11,Sprinkler,11.18,2478.37,13577.01
F03135,Maharashtra,muskmelon,Rabi,7.76,17,Canal,21.22,2271.77,374086.0
F03910,Haryana,pigeonpeas,Zaid,2.59,4,Sprinkler,22.46,2399.26,139568.31
F01722,Haryana,banana,Zaid,3.58,16,Drip,16.94,2915.01,176781.36
F01197,Maharashtra,papaya,Zaid,3.32,26,Canal,13.16,2254.6,98506.18
F00621,Gujarat,watermelon,Kharif,1.77,12,Drip,23.7,1935.89,81208.65
F04732,Karnataka,grapes,Rabi,7.02,29,Rain-fed,31.55,3346.08,741093.14
F03127,Andhra Pradesh,pomegranate,Rabi,3.06,13,Borewell,25.82,3058.12,241619.61
F01483,Maharashtra,chickpea,Rabi,2.52,7,Rain-fed,16.99,1899.47,81325.43
F01190,West Bengal,cotton,Kharif,2.38,27,Rain-fed,19.16,2289.49,104402.58
F00329,Bihar,blackgram,Kharif,0.98,25,Sprinkler,18.24,2276.17,40686.99
F00649,Uttar Pradesh,rice,Kharif,3.17,7,Sprinkler,18.81,931.36,55534.85
F01727,Karnataka,mango,Zaid,3.5,9,Canal,13.8,2364.74,114216.94
F00898,Madhya Pradesh,cotton,Zaid,7.2,21,Borewell,32.02,2399.99,553303.29
F01868,Madhya Pradesh,mungbean,Rabi,4.6,4,Drip,5.32,1098.36,26879.07
F01124,Punjab,watermelon,Rabi,3.49,6,Canal,24.28,2333.32,197719.0
F02120,Andhra Pradesh,grapes,Zaid,4.43,14,Canal,12.93,1775.93,101725.09
F04831,Rajasthan,coffee,Zaid,1.61,19,Rain-fed,21.96,3314.13,117173.05
F02405,Madhya Pradesh,coconut,Rabi,3.58,0,Drip,20.99,2076.36,156026.41
F02901,Madhya Pradesh,mothbeans,Zaid,3.43,0,Borewell,17.15,2778.03,163416.23
F04145,Bihar,papaya,Rabi,4.08,3,Canal,14.51,2592.87,153499.98
F02225,Maharashtra,papaya,Kharif,2.88,16,Borewell,18.92,2889.85,157466.77
F03272,Gujarat,banana,Rabi,0.94,23,Sprinkler,16.23,2307.23,35199.56
F03604,Andhra Pradesh,rice,Rabi,2.85,20,Sprinkler,13.6,2222.81,86156.12
F04725,West Bengal,lentil,Zaid,6.67,17,Borewell,21.47,2101.04,300879.22
F01520,Gujarat,papaya,Kharif,0.69,3,Canal,23.62,1757.51,28643.55
F02765,Maharashtra,blackgram,Zaid,1.34,20,Sprinkler,19.7,2370.62,62579.63
F03461,Madhya Pradesh,mango,Zaid,1.71,11,Rain-fed,12.81,1853.6,40603.29
F03566,Andhra Pradesh,papaya,Rabi,1.19,29,Sprinkler,17.75,3150.73,66551.29
F01024,Madhya Pradesh,mothbeans,Kharif,1.49,3,Rain-fed,15.47,2075.21,47834.21
F04613,Gujarat,blackgram,Kharif,5.51,7,Drip,19.95,2592.83,285015.54
F04501,Andhra Pradesh,blackgram,Rabi,2.82,8,Rain-fed,13.56,1995.03,76288.35
F04341,Punjab,rice,Kharif,7.13,18,Borewell,12.42,1276.53,113042.6
F04866,Madhya Pradesh,chickpea,Rabi,2.54,11,Rain-fed,18.17,1041.17,48051.87
F01984,Tamil Nadu,blackgram,Rabi,2.34,19,Rain-fed,25.0,991.42,57998.07
F04385,Gujarat,mango,Zaid,1.87,19,Sprinkler,25.77,3207.38,154563.32
F00810,West Bengal,watermelon,Kharif,2.17,0,Canal,10.92,3590.42,85080.03
F03095,West Bengal,maize,Rabi,6.41,12,Borewell,12.11,1395.18,108300.99
F00979,Bihar,maize,Rabi,3.45,24,Rain-fed,14.67,2325.89,117716.78
F03814,Punjab,rice,Kharif,1.13,28,Canal,21.02,3001.42,71291.53
F03464,Maharashtra,apple,Zaid,2.78,4,Borewell,13.73,2945.39,112423.77
F05169,Madhya Pradesh,blackgram,Rabi,3.06,14,Borewell,19.5,1553.07,92671.69
F02506,Maharashtra,mothbeans,Kharif,1.26,25,Sprinkler,24.44,1663.77,51234.8
F04626,Bihar,pomegranate,Rabi,2.08,14,Borewell,18.11,2828.84,106559.01
F03614,Tamil Nadu,rice,Zaid,5.74,0,Canal,17.01,2542.88,248280.19
F01840,Rajasthan,chickpea,Kharif,0.54,21,Canal,26.98,2277.21,33177.13
F02608,Maharashtra,lentil,Rabi,1.81,25,Borewell,18.0,2082.96,67862.84
F03659,West Bengal,mungbean,Rabi,3.15,12,Sprinkler,19.2,2424.24,146618.04
F03048,Bihar,lentil,Rabi,0.79,14,Rain-fed,25.4,2606.38,52299.62
F04095,Rajasthan,cotton,Zaid,3.98,9,Sprinkler,9.39,1698.51,63477.06
F00175,Madhya Pradesh,papaya,Kharif,7.0,4,Borewell,12.34,1920.15,165862.56
F02310,Gujarat,watermelon,Kharif,3.34,9,Canal,25.45,2485.95,211313.21
F04328,Karnataka,muskmelon,Zaid,2.04,11,Borewell,20.84,2312.53,98313.98
F01704,Madhya Pradesh,orange,Kharif,1.41,6,Sprinkler,6.33,2021.86,18045.71
F04645,Bihar,jute,Zaid,5.42,19,Rain-fed,16.41,2266.83,201616.85
F00218,Karnataka,cotton,Zaid,0.98,20,Sprinkler,16.45,2310.37,37245.47
F04625,Punjab,coffee,Rabi,2.07,3,Sprinkler,22.6,1715.39,80249.37
F04049,Uttar Pradesh,mungbean,Rabi,1.34,0,Canal,21.97,2869.86,84488.1
F01445,Karnataka,coconut,Zaid,6.3,27,Sprinkler,21.74,1014.46,138942.47
F00691,West Bengal,pigeonpeas,Kharif,6.01,7,Borewell,8.03,1813.72,87530.67
F02025,Rajasthan,mango,Zaid,5.74,11,Drip,13.05,2061.36,154410.29
F04477,Maharashtra,coffee,Rabi,5.59,18,Canal,21.6,1327.45,160281.62
F02424,Tamil Nadu,grapes,Zaid,2.23,16,Sprinkler,16.5,1933.85,71156.01
F02909,Rajasthan,rice,Zaid,7.18,14,Sprinkler,17.64,1970.79,249610.8
F01107,Punjab,kidneybeans,Zaid,0.63,15,Sprinkler,12.8,1509.0,12168.58
F02884,Gujarat,coffee,Rabi,0.81,3,Rain-fed,23.92,1863.23,36100.45
F00819,Madhya Pradesh,mungbean,Kharif,5.15,28,Canal,11.22,3211.98,185597.84
F01761,Madhya Pradesh,blackgram,Rabi,2.14,22,Drip,20.67,1467.82,64927.26
F00612,Tamil Nadu,apple,Rabi,3.13,5,Sprinkler,20.93,2254.39,147687.12
F03124,Haryana,jute,Zaid,5.49,19,Canal,19.11,3289.1,345072.31
F03530,Rajasthan,muskmelon,Zaid,4.58,0,Canal,10.81,1475.44,73048.74
F04038,Madhya Pradesh,apple,Zaid,6.32,12,Canal,21.63,2624.58,358784.29
F00577,Tamil Nadu,pomegranate,Kharif,5.44,3,Canal,10.66,2113.55,122565.61
F03928,West Bengal,rice,Zaid,2.77,15,Borewell,26.35,2785.13,203285.25
F04619,Bihar,coconut,Kharif,0.98,0,Canal,8.52,1917.21,16007.94
F01181,Tamil Nadu,kidneybeans,Kharif,1.08,7,Drip,19.5,2718.57,57253.08
F00889,Andhra Pradesh,mango,Kharif,4.89,18,Drip,10.32,1938.65,97833.58
F03406,Haryana,papaya,Kharif,3.4,15,Borewell,10.55,2665.02,95594.27
F02003,Andhra Pradesh,jute,Zaid,1.57,2,Drip,32.11,2970.95,149773.61
F03363,Uttar Pradesh,rice,Kharif,0.38,29,Borewell,28.21,1223.19,13112.35
F00818,Rajasthan,coconut,Kharif,0.45,11,Borewell,30.7,1680.84,23220.8
F03581,Rajasthan,coconut,Kharif,1.68,10,Sprinkler,25.5,500.0,21420.0
F02104,Andhra Pradesh,mothbeans,Zaid,3.7,0,Canal,17.83,2884.66,190303.9
F00209,Bihar,papaya,Zaid,3.99,2,Sprinkler,21.48,1172.75,100510.77
F00294,West Bengal,mango,Zaid,1.52,0,Drip,7.93,2191.46,26414.98
F01120,Tamil Nadu,apple,Rabi,3.54,18,Drip,16.37,500.0,28974.9
F03013,Rajasthan,banana,Rabi,1.07,7,Borewell,19.93,1581.05,33716.05
F04324,Gujarat,jute,Zaid,2.47,5,Drip,26.42,3009.5,196392.15
F01265,West Bengal,chickpea,Rabi,11.16,0,Canal,20.05,2531.74,566497.08
F00991,Maharashtra,pomegranate,Rabi,2.6,12,Rain-fed,35.9,3958.25,369463.05
F02654,Tamil Nadu,orange,Kharif,5.73,20,Drip,14.03,3570.62,287048.93
F01615,West Bengal,apple,Rabi,4.12,1,Borewell,12.06,2392.34,118868.68
F03407,Tamil Nadu,apple,Zaid,2.8,25,Canal,15.51,1693.82,73559.21
F04369,Bihar,watermelon,Rabi,2.45,16,Borewell,11.62,3323.68,94621.85
F01739,Rajasthan,blackgram,Zaid,1.53,36,Borewell,12.72,2206.26,42937.35
F00354,West Bengal,kidneybeans,Zaid,4.75,16,Sprinkler,2.0,2775.7,26369.15
F03872,Madhya Pradesh,papaya,Kharif,10.08,5,Borewell,21.76,2162.59,474344.22
F03536,Maharashtra,pomegranate,Rabi,2.7,6,Drip,15.02,1485.14,60228.37
F03312,Karnataka,rice,Zaid,4.69,20,Sprinkler,14.62,1946.33,133455.57
F01490,Karnataka,orange,Kharif,3.99,21,Borewell,16.06,1802.08,115476.21
F04999,Gujarat,apple,Kharif,1.91,15,Canal,21.04,1269.63,51021.86
F03012,Punjab,coffee,Zaid,4.74,3,Rain-fed,21.92,2428.05,252276.34
F03318,Bihar,mango,Zaid,2.84,0,Sprinkler,13.15,2828.04,105615.98
F01229,Haryana,blackgram,Kharif,1.47,5,Drip,12.81,1755.2,33051.64
F00260,Gujarat,grapes,Rabi,7.09,15,Sprinkler,15.96,1108.96,125485.92
F05093,Bihar,apple,Kharif,2.96,12,Drip,18.29,2635.54,142683.92
F02053,Maharashtra,papaya,Kharif,2.04,10,Drip,25.4,2534.79,131342.68
F04933,Bihar,apple,Zaid,7.57,11,Canal,17.17,1471.87,191309.1
F02253,Bihar,orange,Rabi,0.51,9,Sprinkler,12.72,3181.5,20639.03
F02759,Uttar Pradesh,coconut,Zaid,2.78,6,Sprinkler,10.96,2589.51,78899.26
F00053,Rajasthan,mango,Zaid,4.56,6,Drip,22.27,2104.09,213672.86
F04274,Maharashtra,kidneybeans,Zaid,0.72,4,Drip,26.62,2548.18,48839.44
F00412,Haryana,jute,Rabi,4.33,20,Drip,22.32,3095.24,299141.33
F02379,Punjab,pomegranate,Rabi,0.53,21,Sprinkler,15.64,2080.63,17246.76
F05153,Rajasthan,lentil,Kharif,5.19,4,Rain-fed,7.22,1532.28,57417.29
F03028,Haryana,papaya,Rabi,1.74,20,Borewell,15.46,2522.97,67868.9
F03150,West Bengal,kidneybeans,Rabi,4.59,20,Sprinkler,12.25,2198.57,123620.09
F03218,Haryana,kidneybeans,Rabi,3.65,6,Drip,17.78,2332.31,151359.92
F02805,Bihar,maize,Rabi,3.05,3,Borewell,13.33,4669.87,189860.57
F01480,Gujarat,coconut,Zaid,15.66,15,Drip,23.74,1748.44,650014.74
F01508,Rajasthan,coconut,Zaid,1.14,19,Sprinkler,28.05,1877.93,60050.57
F01034,West Bengal,coffee,Rabi,11.01,16,Canal,16.14,537.27,95473.63
F01098,Uttar Pradesh,mothbeans,Rabi,1.77,1,Drip,26.34,2474.77,115378.23
F01470,Maharashtra,cotton,Zaid,3.89,17,Drip,16.79,2652.54,173245.61
F00544,Haryana,pomegranate,Zaid,3.74,12,Rain-fed,18.2,3181.35,216548.13
F01047,Punjab,coconut,Kharif,1.58,13,Drip,12.33,2085.15,40621.64
F02122,Bihar,cotton,Zaid,2.44,6,Canal,17.96,2275.51,99718.31
F04256,Gujarat,pomegranate,Kharif,2.57,25,Borewell,10.49,1842.69,49677.63
F00031,Maharashtra,banana,Rabi,4.85,15,Sprinkler,28.31,3098.48,425432.15
F00726,Rajasthan,lentil,Zaid,1.11,3,Rain-fed,11.81,1944.85,25495.23
F05094,Gujarat,coconut,Rabi,3.16,36,Borewell,32.63,1225.93,126406.62
F04437,Punjab,rice,Rabi,2.02,15,Rain-fed,15.41,1651.97,51422.85
F05123,Uttar Pradesh,cotton,Kharif,7.51,27,Borewell,26.71,1239.97,248728.19
F01427,Maharashtra,papaya,Rabi,0.57,22,Drip,8.28,2378.95,11227.69
F04555,Haryana,papaya,Zaid,1.76,8,Canal,21.57,2076.73,78839.32
F04443,Uttar Pradesh,rice,Zaid,2.62,0,Canal,12.21,2679.35,85712.94
F00437,Tamil Nadu,muskmelon,Rabi,5.05,6,Drip,19.74,3100.99,309128.39
F02210,Tamil Nadu,banana,Zaid,1.46,11,Borewell,11.86,3173.38,54948.98
F04128,Maharashtra,jute,Kharif,0.9,17,Borewell,20.39,2438.91,44756.44
F00913,Bihar,coconut,Kharif,3.53,12,Rain-fed,8.73,2157.9,66499.79
F04394,Haryana,papaya,Rabi,1.16,36,Borewell,16.52,1691.33,32411.3
F01589,Rajasthan,pomegranate,Kharif,7.54,22,Drip,10.37,1682.1,131523.06
F04335,Bihar,coconut,Kharif,2.9,0,Canal,20.0,2339.24,135675.92
F04696,Karnataka,grapes,Zaid,5.78,14,Drip,17.92,2648.19,274293.16
F02649,Bihar,coconut,Zaid,5.05,5,Sprinkler,13.12,1755.77,116330.3
F03623,Madhya Pradesh,muskmelon,Kharif,4.18,10,Borewell,10.96,2471.87,113243.29
F01591,Gujarat,coconut,Rabi,5.6,6,Canal,23.67,1484.01,196708.49
F04230,Gujarat,lentil,Zaid,4.41,4,Borewell,11.94,1975.67,104029.69
F03115,Rajasthan,papaya,Kharif,1.9,22,Canal,17.25,2320.77,76063.24
F01239,Rajasthan,cotton,Rabi,1.55,11,Canal,15.17,2047.13,48135.19
F00904,Haryana,orange,Kharif,1.32,17,Sprinkler,19.4,2575.06,65942.14
F04981,Gujarat,grapes,Kharif,5.11,13,Borewell,12.44,3159.3,200831.65
F03771,West Bengal,apple,Rabi,0.66,18,Rain-fed,13.8,1394.39,12700.1
F01733,West Bengal,cotton,Kharif,1.74,33,Canal,19.49,2035.06,69014.18
F00508,Uttar Pradesh,pigeonpeas,Zaid,7.49,18,Borewell,11.02,1603.96,132390.54
F04808,Madhya Pradesh,grapes,Zaid,2.22,24,Drip,17.61,1858.24,72646.41
F00184,Maharashtra,mungbean,Zaid,3.68,17,Borewell,17.54,3325.67,214662.69
F01804,Karnataka,apple,Zaid,1.83,5,Canal,23.69,2888.1,125206.93
F01498,Madhya Pradesh,grapes,Kharif,1.38,21,Canal,19.11,2265.18,59736.87
F00450,Uttar Pradesh,banana,Kharif,1.81,4,Borewell,16.76,2427.33,73634.51
F00322,Gujarat,cotton,Zaid,1.64,6,Drip,20.56,3117.23,105108.01
F01212,Madhya Pradesh,mothbeans,Rabi,7.52,11,Rain-fed,21.05,1538.64,243560.56
F01740,West Bengal,kidneybeans,Rabi,3.76,0,Borewell,23.32,1823.64,159902.59
F02991,Punjab,coconut,Kharif,4.23,5,Canal,21.5,1653.6,150386.65
F03621,Tamil Nadu,mango,Rabi,1.79,12,Sprinkler,26.95,1705.92,82294.43
F03440,Madhya Pradesh,mango,Kharif,2.02,9,Borewell,18.22,1810.96,66651.3
F03504,Karnataka,cotton,Kharif,4.41,7,Drip,9.38,2120.26,87706.25
F03627,Gujarat,papaya,Kharif,3.42,19,Borewell,18.39,1501.57,94439.44
F02094,Maharashtra,banana,Zaid,3.6,13,Sprinkler,15.34,3221.63,177911.3
F02292,Tamil Nadu,orange,Rabi,2.73,12,Rain-fed,20.05,1317.47,72113.7
F01552,Uttar Pradesh,rice,Kharif,1.22,13,Canal,25.49,2557.89,79544.75
F04621,Uttar Pradesh,kidneybeans,Kharif,4.03,21,Borewell,17.83,2611.16,187624.64
F01147,Tamil Nadu,mungbean,Kharif,4.98,20,Rain-fed,21.26,1463.49,154946.71
F03540,West Bengal,grapes,Kharif,2.89,8,Canal,2.0,2998.22,17329.71
F02527,Andhra Pradesh,cotton,Zaid,12.18,12,Drip,25.33,1539.18,474866.89
F00045,Punjab,banana,Kharif,4.78,14,Rain-fed,20.42,2101.08,205081.38
F02032,Gujarat,coffee,Kharif,3.4,17,Sprinkler,19.1,1822.28,118338.86
F01872,Andhra Pradesh,apple,Zaid,13.15,23,Drip,22.14,2904.1,845502.58
F01757,Haryana,muskmelon,Rabi,2.92,15,Borewell,30.61,2346.78,209758.01
F02081,Madhya Pradesh,banana,Kharif,2.23,16,Rain-fed,13.77,1912.32,58721.8
F03631,West Bengal,mothbeans,Rabi,2.83,11,Borewell,12.84,1735.3,63055.94
F01379,Madhya Pradesh,orange,Zaid,2.14,7,Borewell,13.05,2024.43,56536.26
F03927,Uttar Pradesh,grapes,Rabi,7.64,38,Sprinkler,20.35,3199.88,497498.14
F03278,Punjab,mothbeans,Kharif,2.13,18,Sprinkler,19.49,2764.36,114758.81
F00414,Tamil Nadu,watermelon,Kharif,1.13,10,Sprinkler,13.06,927.67,13690.37
F03146,Gujarat,mungbean,Zaid,0.39,25,Sprinkler,14.73,2551.5,14657.6
F01408,Uttar Pradesh,pigeonpeas,Kharif,1.3,2,Borewell,30.04,1128.21,44058.86
F04407,Haryana,pomegranate,Kharif,1.5,23,Rain-fed,21.79,1113.38,36390.83
F00802,Tamil Nadu,grapes,Rabi,1.67,19,Sprinkler,14.36,2179.39,52264.39
F01289,Punjab,rice,Kharif,3.61,12,Borewell,22.8,2668.18,219612.56
F01559,Bihar,pomegranate,Zaid,3.1,4,Rain-fed,13.93,2630.73,113602.81
F02365,Uttar Pradesh,orange,Kharif,2.59,5,Canal,20.42,3108.69,164411.77
F02650,Tamil Nadu,mungbean,Zaid,5.61,14,Rain-fed,9.6,968.51,52160.07
F03729,Gujarat,maize,Kharif,9.18,7,Canal,26.26,1791.27,431815.73
F02516,Punjab,pomegranate,Rabi,3.12,4,Canal,18.47,1889.94,108910.44
F01700,Madhya Pradesh,jute,Kharif,6.0,28,Canal,35.79,2098.49,450629.74
F00257,Bihar,pigeonpeas,Zaid,2.86,4,Canal,9.21,1719.51,45292.93
F05117,Karnataka,pomegranate,Kharif,5.16,11,Sprinkler,27.7,2404.35,343658.55
F02035,Haryana,mungbean,Kharif,6.72,11,Drip,27.01,3682.13,668333.11
F01152,Karnataka,mango,Kharif,2.97,6,Sprinkler,18.91,2896.56,162678.63
F02498,Uttar Pradesh,papaya,Zaid,4.15,0,Canal,16.42,2528.43,172294.81
F00648,Punjab,apple,Zaid,3.41,12,Canal,16.53,2242.95,126429.04
F03159,Gujarat,banana,Rabi,0.61,12,Sprinkler,18.17,1900.94,21069.45
F05059,Rajasthan,grapes,Kharif,7.29,9,Canal,15.71,4027.01,461196.94
F03197,Andhra Pradesh,lentil,Rabi,2.11,16,Sprinkler,32.2,1571.43,106766.1
F02115,Tamil Nadu,mothbeans,Rabi,3.16,21,Sprinkler,26.48,2463.46,206134.45
F01966,Punjab,mothbeans,Zaid,3.76,24,Sprinkler,21.7,928.05,75721.46
F00025,West Bengal,papaya,Kharif,5.7,30,Sprinkler,16.6,1442.88,136525.31
F01316,West Bengal,lentil,Zaid,7.07,10,Canal,14.32,3136.65,317561.97
F01089,Tamil Nadu,pomegranate,Rabi,1.48,15,Rain-fed,11.45,1729.92,29315.22
F02534,Madhya Pradesh,kidneybeans,Rabi,2.62,7,Drip,20.41,2710.59,144946.63
F04175,Rajasthan,apple,Kharif,3.78,16,Sprinkler,29.01,3234.0,354633.33
F01967,Haryana,pomegranate,Zaid,1.72,9,Drip,6.84,2307.22,27143.98
F01351,West Bengal,coconut,Rabi,1.8,8,Borewell,17.02,3144.41,96332.14
F04351,Rajasthan,orange,Kharif,5.94,21,Sprinkler,13.63,937.52,75903.68
F00113,Gujarat,mungbean,Kharif,3.57,14,Borewell,20.02,1794.14,128229.7
F03412,Tamil Nadu,mango,Zaid,4.2,14,Canal,16.79,2230.45,157286.87
F00264,Karnataka,coconut,Kharif,1.31,13,Canal,9.34,2236.68,27366.67
F01394,Uttar Pradesh,papaya,Kharif,5.43,4,Borewell,15.65,2762.6,234764.37
F02389,Maharashtra,lentil,Kharif,5.99,8,Canal,33.59,2851.33,573699.29
F01187,Tamil Nadu,blackgram,Rabi,4.61,23,Rain-fed,24.49,3592.94,405638.97
F02551,West Bengal,mango,Zaid,5.74,0,Rain-fed,16.73,1356.24,130240.0
F04794,Rajasthan,rice,Kharif,0.72,0,Drip,18.38,2382.65,31531.04
F00057,Maharashtra,pomegranate,Kharif,1.36,27,Rain-fed,24.79,2939.79,99113.26
F01310,Haryana,chickpea,Zaid,1.59,26,Rain-fed,13.5,1121.02,24062.69
F00696,Rajasthan,chickpea,Kharif,10.88,5,Sprinkler,14.62,2318.42,368780.87
F04375,Rajasthan,kidneybeans,Zaid,1.39,5,Sprinkler,19.11,2172.23,57700.73
F04153,Maharashtra,mango,Rabi,1.69,29,Canal,19.9,1375.46,46258.1
F02878,Gujarat,banana,Zaid,3.27,1,Rain-fed,21.37,3135.5,219108.43
F02688,Haryana,blackgram,Rabi,1.08,7,Rain-fed,16.42,2042.67,36223.89
F04758,Punjab,orange,Rabi,0.5,3,Canal,6.47,3033.04,9811.88
F00277,Karnataka,cotton,Zaid,4.94,0,Drip,14.22,2787.81,195834.73
F03389,Madhya Pradesh,mothbeans,Zaid,4.33,20,Sprinkler,4.45,2343.11,45148.22
F00320,Bihar,kidneybeans,Zaid,3.41,30,Borewell,22.15,2312.8,174689.25
F02482,Gujarat,mango,Zaid,2.32,0,Canal,6.89,2474.23,39550.07
F01590,Uttar Pradesh,orange,Kharif,1.53,11,Canal,13.91,2483.34,52851.19
F00683,Madhya Pradesh,muskmelon,Zaid,2.53,2,Borewell,20.07,1043.31,52976.26
F04503,Uttar Pradesh,papaya,Zaid,3.61,30,Drip,12.76,3911.83,180192.97
F02513,Tamil Nadu,muskmelon,Kharif,3.79,23,Borewell,21.21,1558.52,125283.03
F03571,Rajasthan,pomegranate,Zaid,7.27,22,Sprinkler,30.62,1855.88,413132.62
F00480,Haryana,maize,Kharif,7.71,14,Sprinkler,20.73,1921.46,307103.69
F03817,Tamil Nadu,mango,Kharif,0.96,7,Canal,10.69,2730.81,28024.66
F04978,Maharashtra,apple,Zaid,1.48,32,Canal,15.51,2211.95,50774.87
F00287,Gujarat,banana,Rabi,1.92,21,Drip,13.19,1823.94,46190.92
F03978,Tamil Nadu,grapes,Kharif,2.5,4,Rain-fed,12.26,1477.75,45293.04
F02118,Gujarat,banana,Rabi,1.4,13,Drip,25.73,1737.15,62575.62
F02520,Punjab,jute,Rabi,2.08,24,Rain-fed,15.76,3255.13,106705.77
F02621,West Bengal,lentil,Zaid,2.02,4,Borewell,22.98,1716.97,79701.06
F01989,Karnataka,blackgram,Rabi,1.93,11,Sprinkler,12.51,3417.37,82510.01
F04559,Haryana,pigeonpeas,Rabi,4.94,0,Drip,21.24,3556.51,373168.95
F03809,Gujarat,papaya,Zaid,2.27,8,Rain-fed,18.13,1090.19,44866.88
F01599,Rajasthan,grapes,Kharif,2.67,6,Drip,20.92,888.65,49636.79
F02228,Punjab,grapes,Kharif,2.53,14,Canal,22.25,2204.62,124103.57
F03633,Bihar,maize,Zaid,3.13,13,Sprinkler,26.36,982.75,81083.56
F00737,Tamil Nadu,rice,Rabi,2.48,29,Canal,19.7,1893.24,92496.13
F02006,Maharashtra,apple,Rabi,1.79,17,Borewell,15.47,1280.74,35465.36
F00337,Haryana,muskmelon,Zaid,1.41,12,Rain-fed,5.77,1481.22,12050.76
F02587,Tamil Nadu,grapes,Zaid,4.43,21,Borewell,11.55,1825.07,93382.44
F04884,Maharashtra,coconut,Zaid,4.26,0,Rain-fed,16.87,2684.4,192917.63
F04123,Rajasthan,rice,Kharif,1.58,5,Drip,16.43,3246.85,84286.28
F04585,Bihar,mango,Rabi,3.06,16,Borewell,15.18,1877.81,87225.78
F01072,Punjab,mungbean,Zaid,5.88,19,Borewell,12.24,2255.66,162342.56
F04929,Bihar,mungbean,Zaid,0.74,13,Borewell,19.26,3039.21,43316.04
F01935,Uttar Pradesh,mango,Zaid,0.81,18,Borewell,16.67,3348.6,45215.14
