crop,temperature,humidity,rainfall,leaf_wetness_hours,risk_score,risk_level,disease_name
chickpea,23.53,72.91,107.31,7.87,0.466,Medium,Fusarium Wilt
chickpea,27.4,67.4,150.11,6.21,0.484,Medium,Fusarium Wilt
chickpea,20.38,56.52,91.56,7.25,0.513,Medium,Ascochyta Blight
orange,23.45,87.95,216.06,16.26,0.714,High,Citrus Canker
rice,20.92,66.95,126.17,10.44,0.429,Medium,Sheath Blight
mango,25.42,82.32,105.2,13.23,0.751,High,Anthracnose
blackgram,29.25,58.51,43.32,4.78,0.472,Medium,Yellow Mosaic Virus
chickpea,33.0,79.84,115.24,1.86,0.42,Medium,Ascochyta Blight
apple,19.28,69.3,78.75,8.14,0.514,Medium,Apple Scab
mungbean,25.98,66.31,166.43,7.92,0.518,Medium,Yellow Mosaic Virus
apple,34.72,87.94,110.83,5.38,0.543,Medium,Fire Blight
rice,26.75,73.61,48.21,10.6,0.593,Medium,Sheath Blight
mungbean,36.2,67.35,42.58,11.98,0.562,Medium,Cercospora Leaf Spot
mothbeans,24.34,65.46,246.77,13.01,0.716,High,Powdery Mildew
cotton,29.57,46.7,70.72,14.85,0.5,Medium,Leaf Curl Virus
kidneybeans,19.65,62.99,72.49,9.52,0.522,Medium,Angular Leaf Spot
muskmelon,26.76,63.28,66.45,10.73,0.528,Medium,Downy Mildew
papaya,22.95,77.28,22.89,3.2,0.514,Medium,Papaya Ring Spot Virus
cotton,27.49,80.34,343.6,6.68,0.675,High,Leaf Curl Virus
muskmelon,25.56,89.3,161.16,9.76,0.598,Medium,Powdery Mildew
coconut,31.0,71.01,97.84,8.98,0.47,Medium,Leaf Blight
muskmelon,21.31,65.09,81.19,10.86,0.507,Medium,Powdery Mildew
coffee,35.07,69.11,128.44,7.97,0.5,Medium,Coffee Leaf Rust
papaya,31.33,65.46,86.28,6.05,0.499,Medium,Powdery Mildew
chickpea,23.36,100.0,199.57,10.31,0.658,High,Fusarium Wilt
cotton,25.17,74.0,172.49,4.74,0.492,Medium,Bacterial Blight
orange,23.33,71.61,128.16,17.86,0.631,Medium,Greening (HLB)
coconut,18.33,86.91,53.38,15.27,0.555,Medium,Bud Rot
rice,26.74,74.04,313.86,8.05,0.678,High,Sheath Blight
pomegranate,25.79,78.28,10.03,6.5,0.468,Medium,Bacterial Blight
pomegranate,33.39,84.4,218.54,6.92,0.584,Medium,Fruit Rot
blackgram,33.01,91.56,139.88,5.54,0.682,High,Yellow Mosaic Virus
papaya,22.49,79.17,100.29,16.16,0.719,High,Powdery Mildew
banana,28.46,69.33,78.4,7.31,0.571,Medium,Panama Wilt
pomegranate,31.74,89.3,253.25,0.0,0.531,Medium,Bacterial Blight
mango,36.03,78.18,144.62,13.63,0.647,Medium,Powdery Mildew
blackgram,27.91,81.04,97.53,11.46,0.619,Medium,Yellow Mosaic Virus
banana,34.58,71.52,78.05,11.94,0.554,Medium,Sigatoka Leaf Spot
rice,21.96,83.69,104.96,0.17,0.469,Medium,Rice Blast
jute,33.3,66.33,393.18,9.68,0.602,Medium,Anthracnose
banana,26.9,75.1,80.74,8.01,0.651,High,Panama Wilt
muskmelon,32.37,62.16,25.35,0.35,0.351,Medium,Powdery Mildew
chickpea,30.87,55.72,77.65,11.12,0.547,Medium,Ascochyta Blight
rice,31.15,51.08,29.44,0.0,0.287,Low,Healthy
muskmelon,23.24,78.07,92.72,5.28,0.561,Medium,Downy Mildew
blackgram,28.34,78.14,87.67,7.44,0.539,Medium,Yellow Mosaic Virus
mungbean,25.8,81.27,81.43,12.15,0.683,High,Yellow Mosaic Virus
grapes,29.6,68.35,95.55,9.95,0.55,Medium,Powdery Mildew
blackgram,28.74,97.65,73.95,8.1,0.621,Medium,Leaf Crinkle
rice,28.96,53.56,90.79,12.24,0.576,Medium,Rice Blast
apple,27.4,58.59,138.77,9.63,0.531,Medium,Apple Scab
watermelon,22.99,67.65,181.15,2.62,0.546,Medium,Anthracnose
mango,28.95,66.62,168.57,6.41,0.479,Medium,Anthracnose
banana,21.77,83.14,92.27,7.95,0.547,Medium,Panama Wilt
pigeonpeas,31.59,86.94,151.65,2.01,0.559,Medium,Fusarium Wilt
chickpea,28.34,60.45,136.9,13.4,0.626,Medium,Fusarium Wilt
coffee,33.35,57.34,28.22,6.98,0.348,Low,Healthy
jute,26.82,79.15,67.85,5.75,0.659,High,Anthracnose
kidneybeans,27.51,77.75,140.96,5.23,0.521,Medium,Angular Leaf Spot
cotton,26.56,72.44,73.37,11.56,0.643,Medium,Bacterial Blight
apple,21.28,69.88,30.54,4.8,0.473,Medium,Apple Scab
mango,32.11,65.47,64.93,6.61,0.533,Medium,Anthracnose
mothbeans,25.15,80.56,158.12,11.8,0.644,Medium,Yellow Mosaic Virus
banana,30.66,74.11,67.94,10.64,0.476,Medium,Panama Wilt
chickpea,28.91,84.59,43.45,14.46,0.643,Medium,Fusarium Wilt
watermelon,23.35,82.16,90.03,15.09,0.701,High,Fusarium Wilt
coconut,25.99,76.15,170.21,6.6,0.613,Medium,Leaf Blight
mango,29.36,75.95,60.08,13.65,0.672,High,Powdery Mildew
chickpea,25.78,71.2,57.56,9.58,0.557,Medium,Ascochyta Blight
jute,21.64,85.42,62.87,9.7,0.455,Medium,Anthracnose
banana,25.66,80.02,113.99,5.15,0.506,Medium,Panama Wilt
apple,20.54,58.88,122.88,13.86,0.473,Medium,Apple Scab
mothbeans,24.07,92.04,252.89,2.01,0.722,High,Powdery Mildew
grapes,37.21,77.55,110.07,10.42,0.599,Medium,Downy Mildew
orange,30.69,75.3,50.33,6.39,0.474,Medium,Citrus Canker
maize,26.14,86.57,97.52,7.22,0.57,Medium,Gray Leaf Spot
mungbean,25.14,98.84,100.51,5.84,0.643,Medium,Cercospora Leaf Spot
maize,21.39,92.55,176.69,0.0,0.482,Medium,Common Rust
coconut,30.62,66.22,156.45,15.6,0.657,High,Bud Rot
mothbeans,30.5,53.61,162.99,7.53,0.436,Medium,Powdery Mildew
blackgram,28.36,84.42,14.53,14.58,0.655,High,Yellow Mosaic Virus
coffee,22.1,64.63,4.18,10.93,0.542,Medium,Berry Disease
pomegranate,24.28,68.58,74.95,3.55,0.443,Medium,Bacterial Blight
muskmelon,26.7,65.0,59.44,4.46,0.461,Medium,Downy Mildew
papaya,26.43,61.55,394.58,7.17,0.671,High,Papaya Ring Spot Virus
coffee,30.86,68.9,144.24,10.93,0.658,High,Coffee Leaf Rust
maize,32.95,38.43,59.47,6.73,0.292,Low,Healthy
orange,28.74,47.35,52.37,3.67,0.293,Low,Healthy
mungbean,25.31,52.55,95.19,14.64,0.526,Medium,Cercospora Leaf Spot
maize,33.47,58.8,282.84,3.35,0.469,Medium,Common Rust
rice,19.62,87.81,76.46,9.53,0.567,Medium,Sheath Blight
chickpea,25.26,89.73,47.54,8.27,0.504,Medium,Fusarium Wilt
banana,16.42,72.87,260.19,1.6,0.507,Medium,Panama Wilt
mungbean,18.77,66.93,22.96,8.47,0.484,Medium,Cercospora Leaf Spot
pomegranate,21.54,64.52,27.02,6.46,0.487,Medium,Fruit Rot
rice,22.0,62.5,212.29,2.33,0.498,Medium,Bacterial Leaf Blight
kidneybeans,26.53,65.7,143.99,3.65,0.555,Medium,Bean Rust
watermelon,28.82,67.81,198.19,5.5,0.538,Medium,Anthracnose
mango,32.49,71.29,9.72,4.22,0.516,Medium,Powdery Mildew
mungbean,32.13,81.52,256.64,15.61,0.652,High,Yellow Mosaic Virus
coffee,21.15,69.89,224.18,7.32,0.58,Medium,Coffee Leaf Rust
mungbean,28.55,83.37,124.23,6.96,0.597,Medium,Yellow Mosaic Virus
maize,22.14,83.88,177.84,6.5,0.564,Medium,Common Rust
coffee,30.41,76.68,153.21,10.51,0.658,High,Berry Disease
kidneybeans,32.62,74.01,134.79,4.62,0.554,Medium,Bean Rust
watermelon,21.02,73.24,73.94,8.53,0.49,Medium,Anthracnose
watermelon,29.23,46.15,64.06,8.9,0.416,Medium,Fusarium Wilt
maize,27.45,86.95,60.1,0.33,0.423,Medium,Common Rust
coconut,24.34,76.54,135.37,8.81,0.598,Medium,Bud Rot
watermelon,23.11,69.91,70.93,8.01,0.534,Medium,Fusarium Wilt
muskmelon,23.5,82.14,106.13,7.17,0.511,Medium,Powdery Mildew
banana,24.04,50.38,63.41,11.2,0.508,Medium,Sigatoka Leaf Spot
watermelon,29.7,73.97,93.84,9.78,0.554,Medium,Anthracnose
grapes,25.07,64.88,83.1,7.7,0.438,Medium,Powdery Mildew
kidneybeans,33.37,82.49,187.08,7.36,0.536,Medium,Bean Rust
lentil,34.96,84.76,58.95,7.09,0.504,Medium,Rust
blackgram,30.68,72.61,190.11,8.1,0.575,Medium,Yellow Mosaic Virus
rice,27.19,73.93,100.29,0.0,0.358,Medium,Rice Blast
grapes,30.22,74.13,66.11,2.15,0.333,Low,Healthy
kidneybeans,19.44,87.77,87.74,1.17,0.466,Medium,Bean Rust
mango,23.54,67.93,89.34,12.44,0.56,Medium,Powdery Mildew
rice,28.48,70.54,16.31,14.91,0.506,Medium,Bacterial Leaf Blight
mothbeans,21.33,58.66,71.39,5.12,0.407,Medium,Powdery Mildew
pigeonpeas,29.09,79.14,152.23,4.07,0.592,Medium,Fusarium Wilt
watermelon,23.02,70.2,78.38,0.26,0.415,Medium,Anthracnose
blackgram,27.3,79.41,110.67,6.28,0.64,Medium,Leaf Crinkle
coffee,32.41,73.16,102.33,14.24,0.68,High,Coffee Leaf Rust
pomegranate,22.92,72.91,51.45,7.52,0.595,Medium,Bacterial Blight
pigeonpeas,20.08,70.21,80.63,11.28,0.484,Medium,Sterility Mosaic
blackgram,31.88,74.31,108.02,3.5,0.447,Medium,Yellow Mosaic Virus
muskmelon,28.64,91.12,278.92,9.1,0.692,High,Powdery Mildew
lentil,30.62,54.65,28.11,7.86,0.409,Medium,Rust
maize,25.71,92.74,45.2,8.04,0.634,Medium,Common Rust
lentil,33.01,28.35,138.12,7.86,0.414,Medium,Rust
orange,30.79,92.73,66.59,13.42,0.667,High,Greening (HLB)
apple,26.72,91.99,65.18,5.21,0.663,High,Apple Scab
coconut,26.76,58.84,54.19,6.31,0.497,Medium,Bud Rot
blackgram,27.46,81.44,60.55,7.99,0.52,Medium,Yellow Mosaic Virus
apple,30.51,92.0,243.51,4.22,0.586,Medium,Apple Scab
mothbeans,35.1,83.85,165.57,0.0,0.458,Medium,Powdery Mildew
muskmelon,41.06,95.18,15.81,6.38,0.557,Medium,Powdery Mildew
papaya,22.51,78.25,193.77,18.68,0.745,High,Powdery Mildew
jute,25.32,63.52,73.22,11.53,0.575,Medium,Anthracnose
jute,29.74,91.98,28.77,7.08,0.54,Medium,Anthracnose
grapes,25.65,80.9,147.71,8.33,0.585,Medium,Downy Mildew
grapes,28.79,87.95,272.36,4.74,0.72,High,Downy Mildew
banana,25.57,83.29,134.68,6.46,0.657,High,Sigatoka Leaf Spot
mothbeans,23.31,71.75,79.63,6.42,0.518,Medium,Powdery Mildew
lentil,22.78,58.32,89.59,5.62,0.386,Medium,Rust
jute,27.84,59.82,33.49,1.7,0.376,Medium,Anthracnose
maize,19.01,76.62,139.07,1.54,0.512,Medium,Common Rust
chickpea,29.77,68.0,156.16,7.76,0.526,Medium,Fusarium Wilt
orange,32.34,81.39,177.72,8.32,0.492,Medium,Citrus Canker
rice,26.29,82.38,16.92,6.44,0.616,Medium,Bacterial Leaf Blight
blackgram,27.71,75.51,108.18,6.26,0.553,Medium,Leaf Crinkle
grapes,14.76,71.09,99.72,16.69,0.68,High,Downy Mildew
watermelon,25.06,51.0,85.15,8.81,0.463,Medium,Fusarium Wilt
watermelon,31.8,86.16,84.11,4.42,0.571,Medium,Anthracnose
mungbean,24.02,72.64,400.0,9.8,0.675,High,Cercospora Leaf Spot
watermelon,28.41,51.21,40.0,9.77,0.411,Medium,Fusarium Wilt
apple,39.03,98.32,30.12,8.54,0.57,Medium,Apple Scab
jute,25.75,68.59,24.25,11.98,0.621,Medium,Anthracnose
maize,23.5,75.51,93.43,11.16,0.504,Medium,Common Rust
pomegranate,27.43,47.4,62.2,10.35,0.535,Medium,Fruit Rot
cotton,29.06,52.2,141.68,7.06,0.491,Medium,Bacterial Blight
papaya,21.9,77.23,28.98,4.71,0.545,Medium,Papaya Ring Spot Virus
jute,29.72,55.58,93.72,13.86,0.586,Medium,Stem Rot
kidneybeans,21.83,86.86,123.88,8.29,0.567,Medium,Bean Rust
lentil,21.66,88.81,134.23,11.04,0.745,High,Rust
rice,31.18,79.28,261.57,5.44,0.557,Medium,Bacterial Leaf Blight
lentil,22.12,78.39,341.24,7.57,0.704,High,Rust
chickpea,24.58,68.28,130.42,0.0,0.461,Medium,Ascochyta Blight
rice,22.74,100.0,198.63,8.11,0.666,High,Rice Blast
coconut,27.17,73.18,3.02,1.14,0.385,Medium,Bud Rot
papaya,23.36,68.8,118.01,12.73,0.566,Medium,Papaya Ring Spot Virus
watermelon,29.33,71.55,324.9,18.77,0.847,High,Fusarium Wilt
jute,22.65,66.29,342.74,8.59,0.629,Medium,Anthracnose
chickpea,28.51,86.79,3.34,8.64,0.55,Medium,Fusarium Wilt
watermelon,27.86,60.98,101.26,10.01,0.5,Medium,Anthracnose
banana,31.52,69.91,75.52,12.98,0.523,Medium,Sigatoka Leaf Spot
kidneybeans,33.86,85.85,38.75,12.08,0.604,Medium,Angular Leaf Spot
pomegranate,23.67,75.88,110.13,5.9,0.546,Medium,Fruit Rot
pigeonpeas,26.27,74.3,156.5,0.0,0.43,Medium,Fusarium Wilt
grapes,27.88,82.46,169.09,6.6,0.578,Medium,Downy Mildew
banana,29.05,55.97,108.32,11.22,0.494,Medium,Sigatoka Leaf Spot
orange,24.37,95.38,34.69,3.63,0.662,High,Greening (HLB)
watermelon,35.65,79.09,84.71,8.04,0.548,Medium,Anthracnose
apple,35.52,85.98,178.5,4.41,0.567,Medium,Fire Blight
grapes,29.38,82.17,153.28,12.02,0.687,High,Powdery Mildew
chickpea,21.9,76.99,95.73,8.86,0.503,Medium,Ascochyta Blight
blackgram,26.72,72.84,143.48,8.6,0.519,Medium,Leaf Crinkle
banana,28.45,91.71,20.29,8.11,0.538,Medium,Sigatoka Leaf Spot
grapes,23.48,83.05,247.86,9.41,0.658,High,Downy Mildew
lentil,36.53,56.83,19.22,11.25,0.366,Medium,Rust
watermelon,27.95,77.54,18.3,8.06,0.544,Medium,Fusarium Wilt
orange,23.72,81.12,111.79,4.67,0.542,Medium,Greening (HLB)
apple,32.98,61.76,80.6,7.93,0.491,Medium,Apple Scab
mango,23.96,100.0,93.97,11.2,0.632,Medium,Powdery Mildew
watermelon,34.44,76.63,92.1,1.01,0.452,Medium,Fusarium Wilt
pigeonpeas,38.73,87.71,122.68,0.08,0.326,Low,Healthy
jute,36.18,69.75,35.33,10.0,0.529,Medium,Stem Rot
kidneybeans,32.28,83.2,44.72,10.15,0.542,Medium,Angular Leaf Spot
muskmelon,26.11,74.82,53.68,9.23,0.522,Medium,Downy Mildew
coffee,16.31,75.88,18.5,2.16,0.332,Low,Healthy
rice,22.42,66.94,263.64,9.85,0.52,Medium,Rice Blast
coconut,21.52,70.41,84.15,8.64,0.48,Medium,Leaf Blight
orange,26.12,96.6,20.7,4.45,0.59,Medium,Citrus Canker
apple,24.25,77.47,157.26,9.98,0.658,High,Fire Blight
apple,18.22,64.73,134.14,6.24,0.551,Medium,Apple Scab
jute,25.3,78.77,192.35,5.23,0.62,Medium,Anthracnose
blackgram,27.94,73.81,104.6,10.3,0.605,Medium,Leaf Crinkle
rice,34.25,70.5,131.77,8.09,0.494,Medium,Rice Blast
papaya,29.86,50.47,220.51,8.84,0.621,Medium,Papaya Ring Spot Virus
banana,23.17,62.46,51.02,7.33,0.52,Medium,Sigatoka Leaf Spot
lentil,21.76,58.6,110.17,8.99,0.412,Medium,Wilt
jute,17.49,86.47,55.2,5.24,0.52,Medium,Anthracnose
pigeonpeas,11.69,90.27,228.77,6.79,0.675,High,Sterility Mosaic
blackgram,24.49,75.84,212.17,12.36,0.667,High,Leaf Crinkle
kidneybeans,28.61,34.1,400.0,5.62,0.627,Medium,Angular Leaf Spot
mango,34.67,66.66,82.43,4.86,0.455,Medium,Powdery Mildew
muskmelon,28.94,90.4,57.07,8.11,0.58,Medium,Powdery Mildew
grapes,32.28,58.9,33.61,11.08,0.456,Medium,Powdery Mildew
chickpea,17.31,59.13,235.91,5.2,0.478,Medium,Fusarium Wilt
muskmelon,25.13,45.42,57.5,7.77,0.386,Medium,Downy Mildew
grapes,21.69,60.27,175.18,12.69,0.585,Medium,Powdery Mildew
papaya,27.96,81.53,105.13,0.0,0.453,Medium,Papaya Ring Spot Virus
rice,34.94,67.53,359.54,2.89,0.562,Medium,Rice Blast
orange,23.69,80.59,151.31,2.89,0.543,Medium,Citrus Canker
apple,23.62,73.19,33.83,8.33,0.576,Medium,Apple Scab
pigeonpeas,27.04,46.96,36.47,1.8,0.339,Low,Healthy
lentil,17.42,84.55,207.18,18.52,0.738,High,Wilt
mango,26.85,91.72,28.9,11.44,0.632,Medium,Powdery Mildew
coffee,32.74,59.06,20.76,13.08,0.551,Medium,Coffee Leaf Rust
maize,32.3,71.76,168.93,6.59,0.517,Medium,Gray Leaf Spot
mango,27.16,64.19,66.28,6.39,0.431,Medium,Powdery Mildew
papaya,27.94,64.21,139.2,1.49,0.461,Medium,Powdery Mildew
cotton,36.01,85.11,261.68,2.72,0.515,Medium,Leaf Curl Virus
chickpea,35.21,54.41,37.0,14.66,0.512,Medium,Ascochyta Blight
banana,36.27,65.06,155.17,5.43,0.434,Medium,Sigatoka Leaf Spot
maize,31.49,84.61,123.01,6.75,0.53,Medium,Gray Leaf Spot
pomegranate,26.28,100.0,33.86,13.57,0.662,High,Bacterial Blight
muskmelon,31.83,78.02,214.94,9.03,0.633,Medium,Powdery Mildew
cotton,25.71,89.65,139.12,8.66,0.677,High,Leaf Curl Virus
papaya,21.49,61.7,92.5,11.02,0.505,Medium,Papaya Ring Spot Virus
mothbeans,25.54,69.53,108.03,6.39,0.49,Medium,Powdery Mildew
mungbean,31.79,77.86,63.63,7.98,0.538,Medium,Cercospora Leaf Spot
banana,19.52,78.65,122.08,2.59,0.464,Medium,Panama Wilt
banana,24.7,80.52,160.57,7.99,0.618,Medium,Sigatoka Leaf Spot
pigeonpeas,26.59,70.14,222.07,1.82,0.493,Medium,Sterility Mosaic
watermelon,26.41,73.99,121.75,9.08,0.572,Medium,Fusarium Wilt
maize,31.35,89.14,206.18,0.0,0.453,Medium,Maize Leaf Blight
coconut,29.77,71.33,245.58,12.55,0.571,Medium,Bud Rot
muskmelon,32.53,53.02,74.44,3.07,0.443,Medium,Powdery Mildew
muskmelon,20.78,67.77,62.31,3.25,0.474,Medium,Powdery Mildew
apple,31.16,70.68,176.14,5.29,0.649,Medium,Apple Scab
banana,30.07,70.88,220.11,10.41,0.608,Medium,Sigatoka Leaf Spot
mothbeans,35.79,62.16,160.41,10.4,0.614,Medium,Yellow Mosaic Virus
jute,24.68,71.84,40.3,10.54,0.54,Medium,Anthracnose
kidneybeans,25.76,72.41,57.0,14.9,0.644,Medium,Bean Rust
grapes,24.86,63.5,47.64,7.67,0.449,Medium,Powdery Mildew
muskmelon,29.15,66.6,128.93,9.03,0.537,Medium,Powdery Mildew
orange,12.83,83.96,183.31,3.39,0.456,Medium,Citrus Canker
rice,27.34,70.05,15.16,1.76,0.471,Medium,Bacterial Leaf Blight
papaya,35.19,77.9,138.08,10.96,0.665,High,Powdery Mildew
cotton,23.62,67.41,124.86,5.8,0.567,Medium,Leaf Curl Virus
coconut,25.39,69.51,13.43,11.38,0.566,Medium,Bud Rot
mango,32.45,89.18,53.17,7.97,0.508,Medium,Powdery Mildew
coconut,26.82,80.64,160.07,8.31,0.579,Medium,Bud Rot
cotton,29.84,65.36,158.98,9.48,0.511,Medium,Bacterial Blight
mothbeans,25.37,58.76,118.13,10.78,0.61,Medium,Powdery Mildew
banana,29.64,87.11,172.76,2.01,0.427,Medium,Panama Wilt
grapes,34.17,82.84,131.19,2.71,0.479,Medium,Powdery Mildew
apple,22.16,71.07,304.54,9.72,0.699,High,Fire Blight
cotton,19.87,68.89,94.34,0.0,0.336,Low,Healthy
mothbeans,23.07,72.45,127.96,14.26,0.646,Medium,Yellow Mosaic Virus
orange,28.03,77.67,62.24,1.32,0.458,Medium,Citrus Canker
coconut,26.05,74.97,28.2,6.5,0.472,Medium,Leaf Blight
pomegranate,22.35,61.61,62.9,10.76,0.456,Medium,Bacterial Blight
jute,33.79,78.09,134.83,4.72,0.542,Medium,Anthracnose
muskmelon,36.22,79.77,61.65,15.78,0.639,Medium,Powdery Mildew
maize,17.2,83.47,18.66,4.45,0.395,Medium,Maize Leaf Blight
pigeonpeas,26.23,87.59,49.99,1.62,0.52,Medium,Sterility Mosaic
muskmelon,25.32,76.81,194.81,0.0,0.533,Medium,Downy Mildew
apple,23.33,82.45,40.01,9.21,0.522,Medium,Fire Blight
cotton,21.67,89.64,147.34,5.27,0.612,Medium,Leaf Curl Virus
coffee,25.09,62.02,74.18,9.46,0.57,Medium,Coffee Leaf Rust
rice,30.09,93.62,235.11,14.73,0.736,High,Bacterial Leaf Blight
lentil,24.11,76.56,87.0,8.51,0.53,Medium,Rust
rice,21.85,74.32,205.27,4.36,0.567,Medium,Rice Blast
muskmelon,36.6,100.0,136.61,11.48,0.594,Medium,Powdery Mildew
mango,30.01,78.07,29.13,8.0,0.558,Medium,Powdery Mildew
watermelon,29.44,86.39,104.21,9.95,0.645,Medium,Fusarium Wilt
mothbeans,30.74,80.04,80.04,11.05,0.531,Medium,Powdery Mildew
grapes,29.43,74.24,48.7,9.73,0.534,Medium,Downy Mildew
cotton,29.27,74.95,386.57,11.77,0.78,High,Bacterial Blight
coffee,26.45,80.29,83.07,7.81,0.621,Medium,Coffee Leaf Rust
watermelon,29.26,75.96,62.06,7.84,0.454,Medium,Fusarium Wilt
cotton,25.36,82.68,91.61,9.94,0.51,Medium,Bacterial Blight
jute,24.25,96.82,97.34,3.95,0.603,Medium,Stem Rot
watermelon,25.17,86.5,49.31,8.98,0.567,Medium,Fusarium Wilt
maize,31.69,65.59,318.64,13.31,0.646,Medium,Gray Leaf Spot
mungbean,30.85,85.39,85.77,10.98,0.567,Medium,Yellow Mosaic Virus
orange,31.32,98.57,181.2,11.02,0.72,High,Greening (HLB)
apple,27.75,78.49,132.35,17.4,0.662,High,Fire Blight
maize,29.83,43.78,116.77,13.23,0.487,Medium,Gray Leaf Spot
chickpea,29.75,99.74,191.84,20.35,0.86,High,Ascochyta Blight
rice,24.07,92.22,120.09,9.73,0.641,Medium,Bacterial Leaf Blight
blackgram,22.71,79.02,79.26,12.06,0.598,Medium,Leaf Crinkle
muskmelon,28.93,64.53,157.3,7.0,0.534,Medium,Powdery Mildew
blackgram,29.62,64.83,198.59,3.16,0.437,Medium,Leaf Crinkle
pigeonpeas,24.03,75.24,50.62,4.14,0.391,Medium,Fusarium Wilt
pigeonpeas,27.59,82.0,398.95,12.46,0.747,High,Sterility Mosaic
grapes,31.74,66.77,214.77,5.75,0.453,Medium,Powdery Mildew
pigeonpeas,25.47,95.09,53.99,3.84,0.553,Medium,Sterility Mosaic
blackgram,22.88,84.66,393.5,10.2,0.726,High,Leaf Crinkle
cotton,30.68,60.53,294.42,10.26,0.623,Medium,Leaf Curl Virus
lentil,21.86,77.79,172.44,11.35,0.663,High,Wilt
banana,28.02,55.26,73.48,10.63,0.552,Medium,Sigatoka Leaf Spot
pomegranate,24.23,74.14,82.62,9.18,0.578,Medium,Bacterial Blight
pomegranate,18.98,62.66,57.32,9.94,0.424,Medium,Bacterial Blight
pomegranate,26.61,82.14,173.45,9.68,0.643,Medium,Bacterial Blight
cotton,33.74,86.72,257.61,11.67,0.669,High,Bacterial Blight
mango,24.84,85.0,126.81,8.99,0.595,Medium,Anthracnose
papaya,30.43,73.67,165.65,10.43,0.612,Medium,Powdery Mildew
papaya,29.77,82.04,66.95,9.83,0.596,Medium,Papaya Ring Spot Virus
muskmelon,23.31,58.4,137.61,12.22,0.449,Medium,Downy Mildew
rice,28.66,71.37,67.07,13.92,0.688,High,Sheath Blight
mango,26.83,74.33,139.05,10.25,0.571,Medium,Powdery Mildew
grapes,27.03,64.14,66.78,5.13,0.421,Medium,Powdery Mildew
jute,24.0,80.3,62.44,10.28,0.538,Medium,Anthracnose
papaya,21.07,79.91,216.82,8.0,0.502,Medium,Papaya Ring Spot Virus
chickpea,22.97,81.62,136.8,12.44,0.593,Medium,Ascochyta Blight
banana,31.77,76.46,201.51,9.69,0.696,High,Sigatoka Leaf Spot
orange,28.45,84.04,247.91,7.16,0.788,High,Greening (HLB)
coffee,17.83,81.3,209.54,2.32,0.588,Medium,Coffee Leaf Rust
mungbean,26.96,68.45,231.24,6.83,0.511,Medium,Yellow Mosaic Virus
coffee,27.05,59.98,33.23,1.32,0.404,Medium,Berry Disease
coffee,32.06,68.36,69.89,7.24,0.521,Medium,Coffee Leaf Rust
watermelon,17.87,63.62,77.79,6.75,0.482,Medium,Fusarium Wilt
rice,22.78,60.37,46.24,11.66,0.44,Medium,Bacterial Leaf Blight
pigeonpeas,28.0,73.29,24.63,8.17,0.495,Medium,Sterility Mosaic
kidneybeans,28.81,61.78,37.79,11.11,0.55,Medium,Bean Rust
papaya,24.57,82.49,67.15,7.36,0.526,Medium,Powdery Mildew
kidneybeans,25.61,80.3,75.34,14.37,0.632,Medium,Bean Rust
mungbean,28.37,63.28,188.5,1.73,0.452,Medium,Yellow Mosaic Virus
maize,21.45,89.27,156.72,15.11,0.732,High,Maize Leaf Blight
apple,31.21,92.29,55.52,14.32,0.668,High,Fire Blight
watermelon,23.97,89.15,120.1,11.54,0.683,High,Fusarium Wilt
apple,26.98,67.93,352.76,9.25,0.645,Medium,Apple Scab
jute,30.06,79.98,63.69,11.82,0.552,Medium,Anthracnose
lentil,29.73,74.21,36.73,16.45,0.635,Medium,Wilt
maize,29.33,59.2,225.83,12.01,0.679,High,Common Rust
mothbeans,29.39,71.36,191.12,2.72,0.356,Medium,Powdery Mildew
muskmelon,27.05,88.6,46.49,6.87,0.483,Medium,Powdery Mildew
rice,30.71,52.46,37.71,9.08,0.466,Medium,Rice Blast
mothbeans,26.43,63.68,132.91,5.48,0.507,Medium,Powdery Mildew
pigeonpeas,30.36,68.24,71.71,12.94,0.566,Medium,Fusarium Wilt
grapes,29.59,73.33,179.43,5.78,0.554,Medium,Powdery Mildew
coffee,31.09,62.02,106.52,4.58,0.49,Medium,Berry Disease
chickpea,35.91,94.48,130.53,11.17,0.573,Medium,Fusarium Wilt
maize,24.2,75.37,81.72,6.84,0.535,Medium,Common Rust
pomegranate,22.81,85.76,121.11,8.94,0.616,Medium,Fruit Rot
pigeonpeas,34.45,82.79,37.33,7.49,0.463,Medium,Sterility Mosaic
jute,27.71,87.18,108.45,13.44,0.687,High,Stem Rot
pomegranate,30.51,89.54,4.11,9.34,0.486,Medium,Fruit Rot
pigeonpeas,27.01,76.45,17.51,11.18,0.547,Medium,Fusarium Wilt
kidneybeans,25.51,69.26,141.36,9.08,0.515,Medium,Angular Leaf Spot
muskmelon,21.93,98.54,67.17,12.11,0.67,High,Downy Mildew
banana,27.31,74.32,39.8,9.74,0.55,Medium,Sigatoka Leaf Spot
rice,33.23,86.52,134.75,7.9,0.603,Medium,Rice Blast
mothbeans,22.26,71.42,88.04,11.25,0.59,Medium,Powdery Mildew
pigeonpeas,28.02,82.24,59.3,4.37,0.488,Medium,Sterility Mosaic
papaya,19.39,52.67,60.69,11.1,0.531,Medium,Papaya Ring Spot Virus
chickpea,26.18,64.6,229.54,9.47,0.673,High,Ascochyta Blight
pomegranate,31.76,77.6,50.38,12.05,0.588,Medium,Bacterial Blight
